MATCHKEY,CITYLABEL,FREQ,LAT,LNG,TYPE,STATEEMP,STATEWORK,NATEMP,NATWORK
CARY-NC,"CARY, NC",7,35.788297299999996,-78.7811925,"National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
CRANSTON-RI,"CRANSTON, RI",7,41.7809588,-71.4371257,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DURHAM-NH,"DURHAM, NH",7,43.134564000000005,-70.927048,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ALISO VIEJO-CA,"ALISO VIEJO, CA",7,33.576137599999996,-117.7258122,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer",True,False,True,False
KANSAS CITY-KS,"KANSAS CITY, KS",8,39.1146799,-94.74952459999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NEW HAVEN-CT,"NEW HAVEN, CT",8,41.3082138,-72.92505179999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CASPER-WY,"CASPER, WY",8,42.866632,-106.31308100000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CHANDLER-AZ,"CHANDLER, AZ",8,33.3067132,-111.84084890000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
AUBURN-AL,"AUBURN, AL",8,32.527002,-85.4367484053398,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
GREAT FALLS-MT,"GREAT FALLS, MT",8,47.5048851,-111.2918908,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MONTGOMERY-AL,"MONTGOMERY, AL",9,32.3669656,-86.3006485,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CHARLESTON-WV,"CHARLESTON, WV",9,38.3505995,-81.6332812,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
COLLEGE STATION-TX,"COLLEGE STATION, TX",9,30.6253463,-96.32715379999999,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer",True,False,True,False
DEDEDO-GU,"DEDEDO, GU",9,13.519054,144.83783877765,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MANHATTAN-KS,"MANHATTAN, KS",9,39.1836082,-96.5716694,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
EXTON-PA,"EXTON, PA",9,40.0289955,-75.6207651,"National Top Employer, National Top Employer, National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
MISSOULA-MT,"MISSOULA, MT",9,46.8700801,-113.99527959999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SANTA FE-NM,"SANTA FE, NM",10,35.68699960000001,-105.9377997,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CINCINNATI-OH,"CINCINNATI, OH",10,39.1014537,-84.5124602,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SOUTH PLAINFIELD-NJ,"SOUTH PLAINFIELD, NJ",10,40.5792701,-74.4115401,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
UNIVERSITY-MS,"UNIVERSITY, MS",10,34.3653695,-89.5350279,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LITTLE ROCK-AR,"LITTLE ROCK, AR",10,34.7464809,-92.2895948,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CUPERTINO-CA,"CUPERTINO, CA",10,37.323010700000005,-122.0322519,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite",False,False,True,True
MERRIMACK-NH,"MERRIMACK, NH",10,42.8650864,-71.49340040000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
FREMONT-CA,"FREMONT, CA",10,49.2850624,-123.135817450772,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite",False,False,True,True
FARMINGTON HILLS-MI,"FARMINGTON HILLS, MI",10,42.4853125,-83.3771553,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
CAMBRIDGE-MA,"CAMBRIDGE, MA",11,42.3750997,-71.1056157,"National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer",True,False,True,True
GREENWOOD VILLAGE-CO,"GREENWOOD VILLAGE, CO",11,39.6172101,-104.95081409999999,"National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
IRVINE-CA,"IRVINE, CA",12,33.684567,-117.82650500000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite",False,False,True,True
HUNTINGTON-WV,"HUNTINGTON, WV",12,38.41924960000001,-82.445154,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BARRIGADA-GU,"BARRIGADA, GU",12,13.4635155,144.79912035453302,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
KANSAS CITY-MO,"KANSAS CITY, MO",13,38.684307200000006,-94.5408358,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CHEYENNE-WY,"CHEYENNE, WY",13,41.139981,-104.820246,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DETROIT-MI,"DETROIT, MI",13,42.3486635,-83.0567375,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PITTSBURGH-PA,"PITTSBURGH, PA",14,40.4416941,-79.99008609999998,"National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
ENGLEWOOD-CO,"ENGLEWOOD, CO",14,39.6482059,-104.98796409999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HUNTSVILLE-AL,"HUNTSVILLE, AL",14,34.729847,-86.5859011,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HILLSBORO-OR,"HILLSBORO, OR",14,45.5228939,-122.989827,"National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
BROOKINGS-SD,"BROOKINGS, SD",15,44.311461,-96.79844,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CEDAR RAPIDS-IA,"CEDAR RAPIDS, IA",15,41.9758872,-91.6704053,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
JACKSON-WY,"JACKSON, WY",15,43.479965,-110.76181499999998,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MCLEAN-VA,"MCLEAN, VA",16,38.9342888,-77.1776327,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HELENA-MT,"HELENA, MT",16,46.592712,-112.03610900000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PRINCETON-NJ,"PRINCETON, NJ",17,40.3492744,-74.6592958,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
COLUMBUS-IN,"COLUMBUS, IN",18,39.201440500000004,-85.9213796,"National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
CHARLESTON-SC,"CHARLESTON, SC",18,32.7876012,-79.9402728,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
OAK RIDGE-TN,"OAK RIDGE, TN",18,36.010356200000004,-84.2696449,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MEMPHIS-TN,"MEMPHIS, TN",18,35.1490215,-90.0516285,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ISELIN-NJ,"ISELIN, NJ",20,40.5753817,-74.3223703,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
GREENVILLE-SC,"GREENVILLE, SC",20,34.851354,-82.3984882,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SECAUCUS-NJ,"SECAUCUS, NJ",20,40.7899291,-74.0566735,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
BEAVERTON-OR,"BEAVERTON, OR",21,45.4871723,-122.8037804,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PALO ALTO-CA,"PALO ALTO, CA",21,37.442156,-122.16344720000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite",False,False,True,True
ALPHARETTA-GA,"ALPHARETTA, GA",21,34.0709576,-84.2747329,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
DES MOINES-IA,"DES MOINES, IA",22,41.5910641,-93.60371490000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BROOKLYN-NY,"BROOKLYN, NY",24,40.6501038,-73.9495823,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite",False,False,True,True
HARTFORD-CT,"HARTFORD, CT",26,41.7645491,-72.6908673,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BOZEMAN-MT,"BOZEMAN, MT",27,45.679984000000005,-111.044675,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NEWARK-DE,"NEWARK, DE",28,39.6852191,-75.75082890000002,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DUBLIN-OH,"DUBLIN, OH",28,40.0992294,-83.11407709999999,"National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
FAIRBANKS-AK,"FAIRBANKS, AK",28,64.837845,-147.716675,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BURLINGTON-VT,"BURLINGTON, VT",28,44.4723989,-73.2114941,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NEW ORLEANS-LA,"NEW ORLEANS, LA",29,30.03280175,-89.97500545030519,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
TULSA-OK,"TULSA, OK",30,36.1556805,-95.9929113,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NORTH KANSAS CITY-MO,"NORTH KANSAS CITY, MO",30,39.150707700000005,-94.53575090000001,"National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
EAST BRUNSWICK-NJ,"EAST BRUNSWICK, NJ",32,40.4278841,-74.415984,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
SOUTH BURLINGTON-VT,"SOUTH BURLINGTON, VT",32,44.4669941,-73.1709604,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ST. THOMAS-VI,"ST. THOMAS, VI",34,18.34290815,-64.91889970060271,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SAN DIEGO-CA,"SAN DIEGO, CA",35,32.7174209,-117.16277140000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite",False,False,True,True
RICHMOND-VA,"RICHMOND, VA",35,37.53850870000001,-77.43428,"National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
STAMFORD-CT,"STAMFORD, CT",35,41.0534302,-73.53873409999999,"National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
LARAMIE-WY,"LARAMIE, WY",35,41.311367,-105.591101,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PROVIDENCE-RI,"PROVIDENCE, RI",37,41.8239891,-71.4128343,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MIAMI-FL,"MIAMI, FL",40,25.7742658,-80.1936589,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
IOWA CITY-IA,"IOWA CITY, IA",40,41.661256099999996,-91.5299106,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PISCATAWAY-NJ,"PISCATAWAY, NJ",40,40.5462553,-74.46604079999999,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
ANCHORAGE-AK,"ANCHORAGE, AK",41,61.2163129,-149.8948523,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
